datetime-dronetest,T-VOC concentration (ppb)
"Mar 25, 2020, 6 PM",278.2398819996129
"Mar 25, 2020, 7 PM",273.78848433704906
"Mar 25, 2020, 8 PM",276.5315646985798
"Mar 25, 2020, 9 PM",282.632415798371
"Mar 25, 2020, 10 PM",277.947014498904
"Mar 25, 2020, 11 PM",279.73739182209516
"Mar 26, 2020, 12 AM",287.2538014927621
"Mar 26, 2020, 1 AM",293.5600276624463
"Mar 26, 2020, 2 AM",296.3940764662171
"Mar 26, 2020, 3 AM",299.43324709381113
"Mar 26, 2020, 4 AM",301.0452422850038
"Mar 26, 2020, 5 AM",305.7201653369673
"Mar 26, 2020, 6 AM",306.15843079236913
"Mar 26, 2020, 7 AM",304.23372879433686
"Mar 26, 2020, 8 AM",295.920770090949
"Mar 26, 2020, 9 AM",289.0182348391792
"Mar 26, 2020, 10 AM",280.10258829920895
"Mar 26, 2020, 11 AM",274.67234018471083
"Mar 26, 2020, 12 PM",273.48168241979846
"Mar 26, 2020, 1 PM",272.0516917155747
"Mar 26, 2020, 2 PM",288.28954175234577
"Mar 26, 2020, 3 PM",274.5171195578533
"Mar 26, 2020, 4 PM",275.4330357303653
"Mar 26, 2020, 5 PM",273.0460596649237
"Mar 26, 2020, 6 PM",272.67890734702087
"Mar 26, 2020, 7 PM",278.1325629354859
"Mar 26, 2020, 8 PM",288.93726636239745
"Mar 26, 2020, 9 PM",302.34350050239897
"Mar 26, 2020, 10 PM",306.5280633814007
"Mar 26, 2020, 11 PM",313.58356716353035
"Mar 27, 2020, 12 AM",313.01239836494125
"Mar 27, 2020, 1 AM",313.6530882351023
"Mar 27, 2020, 2 AM",315.77933159918086
"Mar 27, 2020, 3 AM",313.85726843430905
"Mar 27, 2020, 4 AM",312.5838064825905
"Mar 27, 2020, 5 AM",307.6501527360535
"Mar 27, 2020, 6 AM",305.290691695026
"Mar 27, 2020, 7 AM",308.6235044594343
"Mar 27, 2020, 8 AM",308.00658084630567
"Mar 27, 2020, 9 AM",288.02904496034716
"Mar 27, 2020, 10 AM",272.5432104760079
"Mar 27, 2020, 11 AM",258.31447855285643
"Mar 27, 2020, 12 PM",253.4425439065459
"Mar 27, 2020, 1 PM",246.83611088928237
"Mar 27, 2020, 2 PM",246.72218674957944
"Mar 27, 2020, 3 PM",244.5827401958432
"Mar 27, 2020, 4 PM",240.45963106163353
"Mar 27, 2020, 5 PM",244.3609609002487
"Mar 27, 2020, 6 PM",259.96144733555025
"Mar 27, 2020, 7 PM",271.32465610650775
"Mar 27, 2020, 8 PM",284.43092311073644
"Mar 27, 2020, 9 PM",324.4251197416753
"Mar 27, 2020, 10 PM",356.7860847380996
"Mar 27, 2020, 11 PM",430.8050622565894
"Mar 28, 2020, 12 AM",439.4006790518585
"Mar 28, 2020, 1 AM",426.09757082115533
"Mar 28, 2020, 2 AM",410.7280693031377
"Mar 28, 2020, 3 AM",437.19082064310476
"Mar 28, 2020, 4 AM",448.6977033733003
"Mar 28, 2020, 5 AM",351.3375852313764
"Mar 28, 2020, 6 AM",323.3005216082001
"Mar 28, 2020, 7 AM",320.2273562512607
"Mar 28, 2020, 8 AM",314.5067514070527
"Mar 28, 2020, 9 AM",299.1592577833757
"Mar 28, 2020, 10 AM",282.21707486874766
"Mar 28, 2020, 11 AM",273.116296199321
"Mar 28, 2020, 12 PM",267.03255980937803
"Mar 28, 2020, 1 PM",270.88972818850317
"Mar 28, 2020, 2 PM",278.5966602287891
"Mar 28, 2020, 3 PM",281.01401961555797
"Mar 28, 2020, 4 PM",266.5631581852789
"Mar 28, 2020, 5 PM",239.64220769320278
"Mar 28, 2020, 6 PM",227.06015887881838
"Mar 28, 2020, 7 PM",221.48888801826146
"Mar 28, 2020, 8 PM",216.83820433118072
"Mar 28, 2020, 9 PM",221.7481098683964
"Mar 28, 2020, 10 PM",224.1063630019147
"Mar 28, 2020, 11 PM",219.51929491756937
"Mar 29, 2020, 12 AM",224.5559327699613
"Mar 29, 2020, 1 AM",233.80368039499035
"Mar 29, 2020, 2 AM",237.7375799061981
"Mar 29, 2020, 3 AM",245.78051907183433
"Mar 29, 2020, 4 AM",257.97913704427305
"Mar 29, 2020, 5 AM",265.60932506125414
"Mar 29, 2020, 6 AM",267.76019581600025
"Mar 29, 2020, 7 AM",267.95469728566724
"Mar 29, 2020, 8 AM",244.20080035708878
"Mar 29, 2020, 9 AM",219.69571833671574
"Mar 29, 2020, 10 AM",200.8627418952942
"Mar 29, 2020, 11 AM",179.20164721158895
"Mar 29, 2020, 12 PM",141.64564089318327
"Mar 29, 2020, 1 PM",149.24334689788157
"Mar 29, 2020, 2 PM",158.2331579276177
"Mar 29, 2020, 3 PM",158.13730008933027
"Mar 29, 2020, 4 PM",166.51324260332703
"Mar 29, 2020, 5 PM",164.60435696791282
"Mar 29, 2020, 6 PM",167.79267846960317
"Mar 29, 2020, 7 PM",183.67677694722056
"Mar 29, 2020, 8 PM",197.03679975379941
"Mar 29, 2020, 9 PM",202.7452058041713
"Mar 29, 2020, 10 PM",219.29311971524456
"Mar 29, 2020, 11 PM",251.41118830517988
"Mar 30, 2020, 12 AM",258.1957869226008
"Mar 30, 2020, 1 AM",248.2816714021433
"Mar 30, 2020, 2 AM",241.51218258612587
"Mar 30, 2020, 3 AM",250.8197815770423
"Mar 30, 2020, 4 AM",258.0354549261873
"Mar 30, 2020, 5 AM",259.1135426725041
"Mar 30, 2020, 6 AM",267.7094817483255
"Mar 30, 2020, 7 AM",285.52964970360796
"Mar 30, 2020, 8 AM",309.04945364125786
"Mar 30, 2020, 9 AM",328.8175329508109
"Mar 30, 2020, 10 AM",334.42973164115574
"Mar 30, 2020, 11 AM",311.7186198472197
"Mar 30, 2020, 12 PM",287.45433080429075
"Mar 30, 2020, 1 PM",259.50052813558176
"Mar 30, 2020, 2 PM",249.39142772462927
"Mar 30, 2020, 3 PM",250.34454538582858
"Mar 30, 2020, 4 PM",243.53731236067398
"Mar 30, 2020, 5 PM",250.66840382348775
"Mar 30, 2020, 6 PM",258.07066214281843
"Mar 30, 2020, 7 PM",260.8124716743404
"Mar 30, 2020, 8 PM",277.5699955673615
"Mar 30, 2020, 9 PM",293.978301410642
"Mar 30, 2020, 10 PM",302.037720714589
"Mar 30, 2020, 11 PM",311.30947050601486
"Mar 31, 2020, 12 AM",310.68329040740963
"Mar 31, 2020, 1 AM",313.4145928918324
"Mar 31, 2020, 2 AM",311.4256423320605
"Mar 31, 2020, 3 AM",308.30667818342124
"Mar 31, 2020, 4 AM",304.4643063490032
"Mar 31, 2020, 5 AM",303.2612510958133
"Mar 31, 2020, 6 AM",305.78969285414996
"Mar 31, 2020, 7 AM",301.0971578145767
"Mar 31, 2020, 8 AM",288.5914090542538
"Mar 31, 2020, 9 AM",254.6610370316281
"Mar 31, 2020, 10 AM",240.19184815091333
"Mar 31, 2020, 11 AM",234.34747597260846
"Mar 31, 2020, 12 PM",226.63992644278488
"Mar 31, 2020, 1 PM",219.45769292372339
"Mar 31, 2020, 2 PM",213.53500399301953
"Mar 31, 2020, 3 PM",210.39703050483706
"Mar 31, 2020, 4 PM",205.7809674272421
"Mar 31, 2020, 5 PM",203.12396151107123
"Mar 31, 2020, 6 PM",205.38222998798295
"Mar 31, 2020, 7 PM",206.98044567526694
"Mar 31, 2020, 8 PM",210.4607237047949
"Mar 31, 2020, 9 PM",213.4814950344309
"Mar 31, 2020, 10 PM",217.27848166953967
"Mar 31, 2020, 11 PM",231.51309976375896
